Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
2240,17/11/2015,Julia Computing,Numerical Computing & Data Science Platform,,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,"6,00,000",
2241,17/11/2015,StyleTag,Designer fashion Jewellery Marketplace,,Bangalore,Jitu Virwani,Seed Funding,"75,00,000",
2242,17/11/2015,Smytten,Online Products Discovery Platform,,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,"2,00,000",
2243,17/11/2015,BiBox,Kids Tool kit for Innovation platform,,Bangalore,Ravi Krishnamurthy,Seed Funding,"5,30,000",
2244,17/11/2015,Convegenius,Mobile Learning Solutions,,Noida / Singapore,Enablers platform,Seed Funding,"3,00,000",
2245,18/11/2015,Ola,Car Aggregator & Retail Mobile App,,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,"50,00,00,000",Series F ( More Details Here)
2246,18/11/2015,Goodbox,conversational commerce mobile app,,Bangalore,Nexus Venture Partners,Private Equity,"25,00,000",Series A
2247,18/11/2015,ScoopWhoop,Viral Content web Platform,,New Delhi,Kalaari Capital,Private Equity,"40,00,000",Series A
2248,18/11/2015,Hipship,Express local delivery platform,,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,,
2249,18/11/2015,Pickrr,On-Demand Local Logistics provider,,New Delhi,Palaash Ventures,Seed Funding,,
2250,18/11/2015,Truelancer,Curated Freelancer Marketplace,,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,,
2251,19/11/2015,AHA Taxis,Online Taxi Rental Platform,,Noida,ah! Ventures,Seed Funding,,
2252,19/11/2015,UrbanClap,Mobile Services Marketplace,,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,"2,50,00,000",Series B
2253,19/11/2015,SenseGiz,Smartwatch Maker,,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,"5,00,000",
2254,19/11/2015,PlaceofOrigin,Online Gourmet Food Marketplace,,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,,
2255,19/11/2015,Fourseven,Online Jewellery etailer,,New Delhi,Indian Angel Network,Seed Funding,"4,55,000",
2256,20/11/2015,MindTickle,Sales & Productivity Software,,Pune / US,New Enterprise Associates,Private Equity,"1,25,00,000",Series A
2257,20/11/2015,Shopsense,ecommerce related software product platform,,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,,Pre-Series A
2258,20/11/2015,Medinfi,Health-Tech platform,,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,"3,05,000",
2259,20/11/2015,OUWT,Nightlife Discovery Mobile App,,Mumbai,Undisclosed investors,Seed Funding,"1,50,000",
2260,20/11/2015,HeyPillow,Online Real Estate Marketplace,,Bangalore,Hampton Capital,Private Equity,"30,00,000",Series A
2261,21/11/2015,Healers At Home,"Home Healthcare Services platform,",,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,,
2262,21/11/2015,Caravan Craft,Indian Ethnic Crafts Etailer,,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,"12,00,000",Series A
2263,21/11/2015,Talkoot,Social platform for traders and investors,,Bangalore,Undisclosed investors,Seed Funding,"1,00,000",
2264,23/11/2015,RentoMojo,"Online Furniture, Home Appliances Rental Platform",,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,"20,00,000",Series A
2265,23/11/2015,Medikoe,Healthcare Services Discovery platform,,Bangalore,Anil Menon,Seed Funding,"1,00,000",
2266,24/11/2015,Stylofie,Health and Beauty Services Marketplace,,Gurgaon,Swastika,Seed Funding,"2,50,000",
2267,24/11/2015,ServX,Automotive Services platform,,New Delhi,Manish Gupta,Seed Funding,,
2268,24/11/2015,Naaptol,Online and TV Shopping Marketplace,,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,"5,20,00,000",Late Stage
2269,24/11/2015,Crayon Data,Big Data Analytics Platform,,Chennai/ Singapore,Ratan Tata,Private Equity,,
2270,25/11/2015,EarlySalary.com,Mobile App based Loan disbursement platform,,Mumbai,Ashok Agarwal,Seed Funding,"15,00,000",
2271,25/11/2015,Tooler,On Demand Laundry Services App,,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,"1,10,000",
2272,25/11/2015,S Chand,Education Content Provider,,New Delhi,IFC Everstone Group,Private Equity,"2,70,00,000",
2273,26/11/2015,Stelae,Content Management Software Solutions,,Chennai,Earlsfield Capital,Private Equity,,Pre-Series A
2274,26/11/2015,GoQii,Fitness Tracking Management Solutions,,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,"1,34,00,000",Series B
2275,26/11/2015,Grofers,Hyper-local Grocery Delivery platform,,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,"12,00,00,000",Late Stage
2276,26/11/2015,Pluss,Hyperlocal healthcare product Delivery Service provider,,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,"10,00,000",Pre-Series A
2277,26/11/2015,KountMoney,Online Lending Marketplace,,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,,
2278,27/11/2015,StayGlad,On Demand Beauty Services Platform,,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,,Series A
2279,27/11/2015,JustRide,Self Driven Rental Car Platform,,Mumbai,,Private Equity,"20,00,000",Pre-Series A bridge round
2280,27/11/2015,Fastudent,Education Content etailer,,Noida,Ashish Gupta,Seed Funding,,
2281,27/11/2015,LearnOn,Clud based Learning platform,,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,,
2282,27/11/2015,Talentrack,Talent Exchange & Talent Services Marketplace,,New Delhi,Unigrowth Inc,Seed Funding,,
2283,28/11/2015,M-TAXI,Two-Wheeler Taxi Service,,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,,
2284,30/11/2015,Baxi,Two-Wheeler Taxi Service,,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,"14,50,000",
2285,30/11/2015,Superhero Brands,character merchandize sales platform,,Mumbai,DSG Consumer Partners,Seed Funding,"5,40,000",
2286,30/11/2015,MoMagic,Mobile Application Developer,,New Delhi,FIH Mobile Ltd,Private Equity,,Strategic Investment
2287,30/11/2015,QikPod,Ecommerce Delivery locker services,,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,"90,00,000",Series A
2288,30/11/2015,Butterfly Interactive,extra curricular activities marketplace app,,New Delhi,Undisclosed investors,Seed Funding,,
2289,30/11/2015,Bro4U,Hyperlocal Online Home services provider,,Bangalore,Sargod Ventures,Seed Funding,,
2290,01/10/2015,Indifi,Easy Business Loans platform,,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,,
2291,01/10/2015,Wydr,Performance based Wholesale Marketplace,,New Delhi,Sandeep Aggarwal,Seed Funding,,
2292,01/10/2015,EasyFix,Professional Services Marketplace,,Gurgaon,Axilor Ventures,Seed Funding,,
2293,01/10/2015,Muvizz,Movie-on-demand platform,,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,"3,50,000",
2294,01/10/2015,Abhibus,us ticketing and fleet management platform,,Hyderabad,Paytm (One97 communications),Private Equity,,Strategic Investment
2295,01/10/2015,Cleartax,Online Income Tax Filing platform,,New Delhi,Paytm (One97 communications),Private Equity,,
2296,02/10/2015,Shopalyst,Product discovery & recommendation platform,,Bangalore,Kalaari Capital,Private Equity,"20,00,000",Series A
2297,03/10/2015,Chillr,Mobile Payments App,,Mumbai,Sequoia Capital,Private Equity,"60,00,000",Series A
2298,05/10/2015,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,"95,00,000",Series B
2299,05/10/2015,Voylla,Fashion jewelry and accessories e-tailer,,Jaipur,Peepul Capital,Private Equity,"1,50,00,000",Series B
2300,05/10/2015,IndiaLends,Online Consumer Lending platform,,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,"10,00,000",Pre-Series A Bridge round
2301,05/10/2015,Rock N Shop,Premium Apparel shopping portal,,New Delhi,High Networth Individuals (undisclosed),Seed Funding,"1,50,000",
2302,06/10/2015,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,"7,00,000",
2303,06/10/2015,WorkIndia,Job Board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,"5,00,000",Pre-Series A
2304,06/10/2015,SportzVillage,Sports Management & Physical Education Business,,Bangalore,Gaja Capital Private Equity Fund,Private Equity,"1,00,00,000",Series B
2305,06/10/2015,SportyBeans,multi-sport program for preschoolers,,Pune,YouWeCan Ventures,Seed Funding,,
2306,06/10/2015,Burger Singh,QSR & Online delivery portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,"5,00,000",Bridge Round
2307,06/10/2015,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Unnamed Media house and HNIs,Private Equity,"60,00,000",Pre-Series A
2308,07/10/2015,SchoolGuru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,"30,00,000",Series A
2309,07/10/2015,Naturally Yours,Organic Food etailer,,Mumbai,Sanjay Mehta,Seed Funding,,
2310,07/10/2015,GoJavas,Delivery & Logistics Service provider,,Gurgaon,Snapdeal,Private Equity,"2,00,00,000",Strategic Funding (Series C)
2311,07/10/2015,Scandid,Product Discovery & comparison App,,Pune,Micromax Informatics,Private Equity,,Strategic Funding
2312,07/10/2015,StalkBuyLove,Online Apparels Fashion brand,,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,,Series A
2313,08/10/2015,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,"20,00,000",Series A
2314,08/10/2015,Cube26,Gesture based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,"77,00,000",Series A
2315,08/10/2015,Mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,,Series B
2316,08/10/2015,Grabhouse,Rental Accommodation Search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,"1,00,00,000",Series B
2317,08/10/2015,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,"3,10,000",
2318,09/10/2015,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed Funding,"70,000",
2319,09/10/2015,Curofy,Doctors Network Mobile App,,New Delhi,RoundGlass Partners,Private Equity,,Pre-Series A
2320,09/10/2015,Cloud Lending,End-to-End Lending platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,"80,00,000",Series A
2321,09/10/2015,Inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,"3,00,000",
2322,09/10/2015,WoNoBo,360-degree view creating platform,,Bangalore,Quikr,Private Equity,,Strategic Funding
2323,09/10/2015,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,"10,00,000",
2324,09/10/2015,Zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed Funding,"77,000",
2325,12/10/2015,Zify,Ride Sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,"1,90,000",
2326,12/10/2015,Faircent,Online P2P lending marketplace,,Gurgaon,Aarin Capital Partners,Private Equity,,Series A
2327,12/10/2015,Bizongo,B2B marketplace for industrial goods,,Mumbai,Accel Partners,Seed Funding,,
2328,12/10/2015,Gridle,Cloud Based Collaboration platform,,Ahmedabad,LetsVenture,Seed Funding,"1,00,000",
2329,12/10/2015,Tripoto,global community for travellers,,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,,Series A
2330,12/10/2015,Mubble,Prepaid Bill manager App,,Bangalore,Accel Partners,Private Equity,,Series A
2331,13/10/2015,Voodoo,Mobile Only Shopping Assistant,,New Delhi,SAIF Partners,Seed Funding,"10,00,000",
2332,13/10/2015,Lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,"25,00,000",Series A
2333,14/10/2015,AskMyGift,Personalized Wish List creator app,,Noida,Turning Ideas,Seed Funding,"50,000",
2334,14/10/2015,Gaana.com,Music Streaming mobile app,,Mumbai,Micromax Informatics Ltd,Private Equity,,Strategic Funding
2335,14/10/2015,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed Funding,"77,000",
2336,14/10/2015,GymTrekker,Gym Discovery platform,,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,,
2337,15/10/2015,Bounty App,Online Purchase rewards app,,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,,
2338,16/10/2015,Homers.in,Home rental platform,,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,,
2339,16/10/2015,mShipper,Crowdsourced Delivery platform,,New Delhi,Vijai Laxmi,Seed Funding,,
2340,16/10/2015,BolRealty,Real Estate Insights platform,,New Delhi,Manpreet Singh,Seed Funding,,
2341,17/10/2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,"10,00,000",Series A
2342,19/10/2015,LetsVenture,Startup Funding Marketplace,,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,,Series A
2343,19/10/2015,Citrus Payment,Payments Solution platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,"2,50,00,000",Series C
2344,19/10/2015,Holidify,Travel Destination Discovery platform,,New Delhi,Aarti Group,Seed Funding,"1,00,000",
2345,20/10/2015,PrimaSeller,Order Fulfillment SAAS platform,,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,,
2346,20/10/2015,Opinio,Last Mile Delivery Service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,"70,00,000",Series A
2347,20/10/2015,Attune Technologies,Healthcare IT Solutions & services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,"1,00,00,000",Series B
2348,20/10/2015,iChef.in,Gourmet Meals Delivery,,Mumbai,Springboard Ventures,Private Equity,,
2349,21/10/2015,Jiyo Natural,Healthy Meals Food delivery platform,,Bangalore,Indian Angel Network,Seed Funding,,
2350,21/10/2015,AgentDesks,Real Estate Mobile CRM,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,"29,50,000",
2351,21/10/2015,White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,"15,30,000",Series A
2352,21/10/2015,MealHopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,"1,00,000",
2353,21/10/2015,Zenify.in,residential rental management platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,"6,40,000",
2354,21/10/2015,Stockal,Personalized Stock Intelligence Platform,,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,,
2355,23/10/2015,Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Funding,"1,50,000",Bridge Round
2356,23/10/2015,Leaping Caravan,Online food ordering & Delivery service,,Gurgaon,Group of Angel investors,Seed Funding,"1,50,000",
2357,23/10/2015,Frsh,Online food ordering & Delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,"10,00,000",Bridge Round
2358,23/10/2015,Qik Stay,Hotel Aggregator & booking platform,,New Delhi,ID Enablers Pvt Ltd,Seed Funding,"2,50,000",
2359,26/10/2015,Parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,"50,00,000",
2360,26/10/2015,AlmaMapper,Online Student & Campus Social Networking platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,"4,00,000",
2361,26/10/2015,Flexing It,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Funding,"5,00,000",
2362,26/10/2015,Netmeds.com,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,"5,00,00,000",Series A
2363,26/10/2015,Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,"90,00,000",Series A
2364,27/10/2015,Jombay,Psychometric Test Online Software,,Pune,Ventureworks India,Private Equity,,
2365,27/10/2015,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,,Mumbai,Unnamed investor,Seed Funding,"77,000",
2366,27/10/2015,Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Funding,"3,50,000",
2367,27/10/2015,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,"1,00,00,000",Series B
2368,27/10/2015,Simpli5d,Online user engagement platform,,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,,Bridge Funding
2369,28/10/2015,ORIGA Leasing,Asset Financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,"11,00,000",
2370,28/10/2015,Smartivity.in,Virtual Reality activity based learning platform,,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,"2,00,000",
2371,28/10/2015,UrDoorStep,Online Grocery Store,,Bangalore,Jupiter Capital,Private Equity,,Series A
2372,29/10/2015,Tavaga,Investment management platform,,Mumbai,Tracxn Syndicate,Seed Funding,,
2373,29/10/2015,Moglix,Industrial Toons Marketplace,,Noida,"Accel Partner, Jungle Ventures",Private Equity,,pre-Series A
2374,29/10/2015,ZopHop,Public Commute helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,"4,50,000",
2375,30/10/2015,Niki.ai,Artificial Intelligence Ecommerce Chatbot,,Bangalore,Unilazer Ventures,Seed Funding,,
2376,30/10/2015,Instavans,Truck Aggregator & Logistics service,,Bangalore,Suresh Vaswani,Seed Funding,,
2377,30/10/2015,LiftO,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,"1,30,000",
2378,30/10/2015,TinyOwl,Food Discovery & Delivery Mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,"75,00,000",Series B
2379,30/10/2015,Toppr.com,Competitive exam learning platform,,Mumbai,InnoVen Capital,Private Equity,"20,00,000",Series C
2380,30/10/2015,Kleeto,Document Digitization platform,,Gurgaon,GREX,Seed Funding,"2,30,000",pre-Series A
2381,30/10/2015,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Mumbai,Puneet Bhatia & others,Seed Funding,"80,000",
2382,31/10/2015,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Paytm,Private Equity,"1,00,00,000",Series B
2383,01/09/2015,TOFlo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,"1,00,000",
2384,01/09/2015,FXMartIndia,Payment Services platform,,Chandigarh,Flipkart,Private Equity,,Strategic Investment (Majority Stake)
2385,01/09/2015,Stylecracker,Personalized Styling platform,,Mumbai,Group of HNI investors,Private Equity,"10,00,000",Series A
2386,01/09/2015,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,"9,00,000",Series A
2387,02/09/2015,HolaChef,Food Delivery Platform,,Mumbai,Ratan Tata,Private Equity,,Part of Series A raised in June 2015
2388,02/09/2015,Zivame,Online Lingerie Marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,"4,00,00,000",Series C
2389,02/09/2015,Capillary Tech,Cloud software solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,"4,50,00,000",Series D
2390,03/09/2015,Jobspire,Job Search Platform,,Bangalore,Purvi Capital,Seed Funding,"2,60,000",
2391,03/09/2015,MeraDoctor,Doctor consultancy Mobile App,,Mumbai,India Quotient & other investors,Seed Funding,,
2392,03/09/2015,Vistaar Finance,Small Business Financing (NBFC),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,"4,00,00,000",
2393,03/09/2015,HiJinny,Beauty & Wellness Services Marketplace,,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,,
2394,04/09/2015,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,"1,50,000",
2395,04/09/2015,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed Funding,"1,00,000",
2396,04/09/2015,RoomCentral,Cloud-based Hotel Booking Platform,,Bangalore,Karanpal Singh,Seed Funding,"20,00,000",
2397,07/09/2015,YouthKiAwaaz,Community Driven News/Views Platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,"6,00,000",
2398,07/09/2015,Prozo,Study Material Marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,"2,05,000",
2399,07/09/2015,Zomato,Restaurant Ratings & Reviews platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,"6,00,00,000",Late Stage
2400,07/09/2015,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,"18,00,000",Series A
2401,08/09/2015,MockBank,Government Test Preparation platform,,Bangalore,Blume Ventures,Seed Funding,"4,00,000",
2402,08/09/2015,ReportBee,Smart Report Cards for Schools,,Chennai,India Educational Investment Fund,Seed Funding,,
2403,08/09/2015,GuruG Learning,Teacher empowerment platform,,Bangalore,India Educational Investment Fund,Seed Funding,,
2404,10/09/2015,OnlineTyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,"7,70,000",Series A
2405,10/09/2015,IndustryBuying,Industrial Tools Marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,"92,00,000",Series B
2406,10/09/2015,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,"3,15,000",
2407,11/09/2015,FitMeIn,Gym & Fitness Studios Subscription platform,,New Delhi,Green House Ventures,Seed Funding,"1,00,000",
2408,11/09/2015,Envoged,pre-used luxury item Marketplace,,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,,
2409,11/09/2015,Zapyle,pre-used apparel shopping mobile app,,Bangalore,,Seed Funding,"10,00,000",
2410,11/09/2015,Renomania,Home Design & D\\xc3\\xa9cor platform,,New Delhi,Subodh Gupta,Seed Funding,,
2411,12/09/2015,CredR,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,"1,50,00,000",Series A
2412,12/09/2015,YatraGenie,Online Bus & Cab ticketing platform,,Hyderabad,Ash Bhardwaj,Private Equity,,Series A
2413,14/09/2015,CanvasFlip,Mobile App testing platform,,Hyderabad,Bessemer Venture Partners,Seed Funding,"12,00,000",
2414,14/09/2015,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private Equity,"90,00,000",Series A
2415,14/09/2015,UE Life Sciences,Early Cancer Detection Solutions,,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,"30,00,000",Series A
2416,14/09/2015,Ola Cabs,Cab rental Mobile app,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,"22,50,00,000",Late Stage
2417,15/09/2015,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Equity,"20,00,000",Part of $12M Series B funding
2418,15/09/2015,MoEngage,Mobile Marketing Automation Platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,"42,50,000",Series A
2419,15/09/2015,Mubble,Prepaid Mobile Bill Manager App,,Bangalore,Nandan Nilekani,Seed Funding,,
2420,15/09/2015,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,"10,00,000",
2421,15/09/2015,Room on Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed Funding,"3,00,000",
2422,15/09/2015,FYNE,Home Fitting & Fixtures Marketplace,,Bangalore,Sandeep Dama & Others,Seed Funding,,Pre-Series A
2423,16/09/2015,ChaiPoint,Food Subscription platform,,Bangalore,Eight Roads Ventures,Private Equity,"1,00,00,000",Series A
2424,16/09/2015,WedmeGood.com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed Funding,"4,10,000",
2425,16/09/2015,XSTOK,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Funding,"4,50,000",
2426,17/09/2015,UniLog,ECommerce Data Analytics Platform,,Bangalore,Kalaari Capital,Private Equity,,
2427,17/09/2015,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Applyifi,Seed Funding,,Bridge Funding
2428,17/09/2015,YepMe,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,"7,50,00,000",Series D
2429,17/09/2015,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,"6,00,000",
2430,18/09/2015,Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,"3,50,000",
2431,18/09/2015,CureJoy,Online Health & Wellness platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,"11,50,000",Pre-Series A
2432,18/09/2015,Briston Technomach,Internet of Things platform,,New Delhi,Undisclosed,Seed Funding,"1,50,000",
2433,18/09/2015,LabStreet,Diagnostic Labs aggregator platform,,Gurgaon,Multiple investors,Seed Funding,"1,50,000",
2434,19/09/2015,DailyNinja,Hyperlocal Delivery Platform,,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,,
2435,21/09/2015,Portea Medical,Home Medical Care Services,,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,"3,75,00,000",
2436,21/09/2015,Neotrade Analytics,Real-Time stock data platform,,Bangalore,Rainmatter,Seed Funding,"2,35,000",
2437,21/09/2015,DishCo,Food discovery & table booking app,,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,,
2438,21/09/2015,LafaLafa,coupons and cashback aggregator app,,Mumbai,500 Startups,Seed Funding,"1,25,000",thru Accelerator
2439,21/09/2015,ConnectAbank,Financial Products lead generation platform,,Mumbai,Prakhar Bumb,Seed Funding,,
