Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
2966,13/02/2015,Itzcash,,,,Ashok Goel (promoter),Private Equity,"1,65,00,000",Promoter Commitment
2967,16/02/2015,NewsInShorts,,,,"Tiger Global, Rebright Partners, Sachin and Binny Bansal",Private Equity,"41,50,000",Series A
2968,16/02/2015,iTraveller.com,,,,ah! Ventures,Private Equity,"10,00,000",Series A
2969,17/02/2015,NextGen,,,,Mumbai Angels & Group of other investors,Seed\\nFunding,,
2970,18/02/2015,Wooplr.com,,,,Helion Venture Partners,Private Equity,"50,00,000",Series A
2971,19/05/2015,Springleap,,,,Cross Border Angels,Seed\\nFunding,"8,00,000",
2972,20/02/2015,Klip.in,,,,"Calcutta Angels, Venture Nursery Angels Mumbai Angels",Seed\\nFunding,"5,00,000",
2973,20/02/2015,Renderlogy,,,,Brick Eagle,Private Equity,"16,00,000",Series A
2974,21/02/2015,Appbase,,,,"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program",Seed\\nFunding,"2,90,000",Grant + Seed funding
2975,23/02/2015,HomeLane,,,,"Sequoia Capital, Ranjan Pai, Mohandas Pai & others",Private Equity,"45,00,000",Series A
2976,23/02/2015,Trip38,,,,"InterGlobe Technology Quotient, Lantern Capital",Private Equity,"10,00,000",Series A
2977,23/02/2015,Smartairtrip.com,,,,Undisclosed,Private Equity,"1,00,00,000",Series A
2978,23/02/2015,NoBroker,,,,"SAIF Partners, Fulcrum Ventures",Private Equity,"30,00,000",Series A
2979,24/02/2015,Caravan Craft Retail,,,,"Unitus Seed Fund\\nNarayan Ramachandran, Bijou Kurien",Seed\\nFunding,"5,00,000",
2980,25/02/2015,SquadRun,,,,"Amit Ranjan, Deepinder Goyal, Zishaan Hayath, Powai Lake Ventures",Seed\\nFunding,,
2981,25/02/2015,Clonect Solutions,,,,"V Balakrishnan, T V Mohandas Pai, BC Prabhakar",Seed\\nFunding,"2,50,000",
2982,25/02/2015,TaxSutra,,,,"V Balakrishnan, T V Mohandas Pai",Seed\\nFunding,"1,60,000",
2983,25/02/2015,PepperTap,,,,Sequoia Capital,Seed\\nFunding,,
2984,25/02/2015,Sattviko,,,,"Sumit Jain, Rajat Jain, Sanjay Bhasin",Seed\\nFunding,"3,20,000",
2985,25/02/2015,IndustryBuying,,,,SAIF Partners,Private Equity,"20,00,000",Series A
2986,26/02/2015,FreshWorld,,,,"Kris Gopalakrishnan, Nagaraja Prakasam",Seed\\nFunding,,
2987,26/02/2015,TinyOwl,,,,"Matrix Partners, Sequoia Capital, Nexus Venture Partners",Private Equity,"1,60,00,000",Series B
2988,27/02/2015,Momoe,,,,"IDG Ventures India, Jungle Ventures, India Quotient.",Seed\\nFunding,"12,00,000",
2989,27/02/2015,Grofers,,,,"Tiger Global Management, Sequoia Capital India",Private Equity,"1,00,00,000",Series A
2990,02/01/2015,LensKart,,,,"TPG Growth, TR Capital, IDG Ventures",Private Equity,"21,50,000",
2991,02/01/2015,VioletStreet,,,,"Venkat Vallabhneni, Sudhakar Reddy, Srinivasa Rao Paturi",Seed\\nFunding,"3,15,000",
2992,05/01/2015,Lookup,,,,"DeNA Co., Japan & Teruhide Sato (in Addition to MKS Switzerland & Kris GopalKrishnan)",Seed\\nFunding,"3,80,000",
2993,05/01/2015,#Fame,,,,TO THE NEW Ventures,Private Equity,"1,00,00,000",
2994,05/01/2015,Gympik,,,,"Tom Clausen, Rohan Ajila, Haldyn Glass",Seed Funding,"1,35,000",
2995,06/01/2015,Near.in,,,,"Anupam Mittal, Manish Vij, Prashant Tandon, Gaurav Agarwal, Akash Agarwal, Himanshu Aggarwal, Kevin Parikh",Seed Funding,"2,85,000",
2996,06/01/2015,Purplle.com,,,,IvyCap Ventures,Private Equity,,
2997,06/01/2015,NumberMall,,,,SRI Capital,Private Equity,"1,00,00,000",
2998,06/01/2015,Tookitaki,,,,"Jungle Ventures, Redbright Partners, Blume Ventures",Private\\nEquity,"10,00,000",
2999,06/01/2015,Frankly,,,,Matrix Partners,Seed Funding,"6,00,000",
3000,07/01/2015,Faircent,,,,"Devesh Sachdev, Ashish Tiwari",Seed Funding,,Valuation at $4M
3001,07/01/2015,Nurturey,,,,Seedrs Crowd funding platform,Crowd funding,"1,25,000",
3002,07/01/2015,Bewakoof,,,,"Rohit Bansal, Kunal Bahl, Nikhil Vora",Seed Funding,,
3003,07/01/2015,Stridalyzer,,,,Kickstarter,Crowd Funding,"30,768",
3004,07/01/2015,Commonfloor,,,,Google Capital,Private Equity,"50,00,000",3rd Round
3005,09/01/2015,Sokrati,,,,"IvyCap Ventures, Inventus Capital",Private Equity,,Series B
3006,09/01/2015,YepMe,,,,"JS Capital, Helion Venture Partners, Capricorn Investment Group",Private Equity,"1,30,00,000",Series A
3007,09/01/2015,TapCibo,,,,Alok Goel,Seed Funding,,
3008,12/01/2015,Verayu,,,,"GWB Group, Blume Ventures",Private Equity,,
3009,12/01/2015,MyDreamStore,,,,Undisclosed Investors,Seed Funding,"2,90,000",
3010,13/01/2015,AppVirality,,,,"Rajan Anandan, Mike Galgon, Ashim Mehra, Mohit Saxena, Ravi Gururaj, TNN Capital & IIG",Seed Funding,,
3011,14/01/2015,RateGain,,,,TA Associates,Private Equity,"5,00,00,000",
3012,15/01.2015,Wishberry,,,,"Rajan Anandan, Shankar Mahadevan, Deep Kalra & Others",Seed Funding,"6,50,000",
3013,16/01/2015,eKincare,,,,Adroitent Pvt. Ltd.,Seed Funding,"1,61,000",
3014,18/01/2015,ShopClues,,,,Tiger Global & Other investors,Private Equity,"10,00,00,000",More Details
3015,19/01/2015,Refiral,,,,Cogent E Services,Seed Funding,"3,30,000",
3016,19/01/2015,Ping Digital,,,,Consortium of Angel Investors,Seed Funding,,
3017,19/01/2015,HealthyWorld.in,,,,Group of Angel Investors,Seed Funding,"2,00,000",
3018,19/01/2015,Hostel Dunia,,,,Hyderabad Angels (at Startup Heroes event),Seed Funding,"16,000",
3019,19/01/2015,Play your sport,,,,Hyderabad Angels (at Startup Heroes event),Seed Funding,"16,000",
3020,19/01/2015,Yo Grad,,,,Hyderabad Angels (at Startup Heroes event),Seed Funding,"16,000",
3021,19/01/2015,Enabli,,,,Hyderabad Angels (at Startup Heroes event),Seed Funding,"16,000",
3022,19/01/2015,CBS,,,,Hyderabad Angels (at Startup Heroes event),Seed Funding,"16,000",
3023,20/01/2015,Hopscotch,,,,Eduardo Saverin & Velos Capital,Private Equity,"1,10,00,000",
3024,20/01/2015,Amagi Media Labs,,,,Premji Invest & Mayfield Fund,Private Equity,,
3025,20/01/2015,HealthyWorld.in,,,,Group of Angel Investors,Seed Funding,"2,00,000",
3026,21/01/2015,Simplilearn,,,,"Mayfield India, Kalaari Capital, Helion Ventures",Private Equity,"1,47,50,000",
3027,21/01/2015,MyDreamStore,,,,Undisclosed Investors,Seed Funding,"3,25,000",
3028,21/05/2015,Knit,,,,"Rohit Jain, Amit Rambhia & Others",Seed Funding,,
3029,21/05/2015,Villgro,,,,Michael & Susan Dell Foundation,Seed Funding,"32,50,000",To fund edu startups
3030,22/01//2015,Corporate360,,,,Group of Angel Investors,Seed Funding,"2,00,000",
3031,22/01/2015,Freshmonk,,,,"August Capital Partners, Michael Blakey",Seed Funding,,
3032,22/01/2015,Englishleap.com,,,,ANALEC,Private Equity,,Majority Stake
3033,22/01/2015,Antuit,,,,"Goldman Sachs, Zodius Capital",Private Equity,"5,60,00,000",
3034,22/01/2015,Caratlane.com,,,,Tiger Global,Private Equity,"3,10,00,000",Series D
3035,24/01/2015,Aasaanjobs,,,,"Inventus Capital Partners, IDG Ventures",Seed Funding,"15,00,000",
3036,24/01/2015,Impartus,,,,Kaizen Private Equity,Private Equity,,Series A
3037,25/01/2015,Thrill App,,,,People Group (Shaadi.com),Private Equity,"10,00,000",Strategic Funding
3038,27/01/2015,CarDekho.com,,,,"Hillhouse Capital, Tybourne Capital",Private Equity,"5,00,00,000",Series B
3039,28/01/2015,Grabhouse.com,,,,"Kalaari Capital, Sequoia Capital",Private Equity,"25,00,000",Series A
3040,29/01/2015,Printvenue,,,,Asia Pacific Internet Group,Private Equity,"45,00,000",
3041,29/01/2015,Graphene,,,,KARSEMVEN Fund,Private Equity,"8,25,000",Govt backed VC Fund
3042,30/01/2015,Mad Street Den,,,,"Exfinity Fund, GrowX Ventures.",Private Equity,"15,00,000",
3043,30/01/2015,Simplotel,,,,MakeMyTrip,Private Equity,,"Strategic Funding, Minority stake"
3044,31/01/2015,couponmachine.in,,,,UK based Group of Angel Investors,Seed Funding,"1,40,000",
